[8,*] := 3S 19.81126805 1S 17.86471181 2S 18.74999554 4S 26.97513671 5S 18.9209584 SLS 18.59057306 WB1S 24.73731182 WB1P -24.07977366 WB2S 26.62200881 WB2P -14.99550684 WB3S 14.99790115 WB4S 26.09300215 WB5S 25.58464361 AWBS 20.44000087 1P -17.8643169 2P -18.92609062 3P -18.7499861 4P -18.75001524 5P -18.62273697 SLP -18.59057342 WB3P -14.99784483 WB4P -14.77435409 WB5P -24.3770201 AWBP -20.43999911 
[9,*] := 3S 18.59800433 1S 17.33999661 2S 18.58158348 4S 18.42 5S 18.5210132 SLS 17.69002502 WB1S 26.13196135 WB1P -25.12032182 WB2S 28.34063747 WB2P -26.58227142 WB3S 26.62198605 WB4S 27.33000481 WB5S 27.17415488 AWBS 20.49119051 1P -17.34009693 2P -18.56881648 3P -18.58157809 4P -18.58158564 5P -18.5276414 SLP -17.68999963 WB3P -26.5822987 WB4P -26.31799385 WB5P -26.54200385 AWBP -20.49119045 
[10,*] := 3S 13.04339211 1S 12.4705902 2S 15.62887291 4S 9.71725122 5S 15.6887779 SLS 12.92012412 WB1S 25.24581567 WB1P -26.12409425 WB2S 28.39802363 WB2P -28.35507895 WB3S 28.34394403 WB4S 28.34870703 WB5S 28.14721635 AWBS 19.58434043 1P -5.98376822 2P 27.54682424 3P -15.6288526 4P -15.62886962 5P -14.03970878 SLP -12.92005364 WB3P -28.35279068 WB4P -28.32555078 WB5P -28.13392133 AWBP -17.39809686 
;
# breaks of TCG curves for tanks
param bTankTCG := 
[1,*] := 3S 684.8562675 1S 747.69921667 2S 723.81132985 4S 739.05947003 5S 730.22927432 SLS 133.76000892 WB1S 289.78588875 WB1P 289.68451231 WB2S 316.99790445 WB2P 290.65375308 WB3S 290.0251603 WB4S 48.90460164 WB5S 316.33733316 AWBS 17.02748147 1P 742.18010057 2P 751.86839892 3P 751.87261776 4P 751.86223194 5P 612.8959578 SLP 133.7564946 WB3P 290.02861263 WB4P 289.912077 WB5P 284.60547389 AWBP 68.38240361 
[2,*] := 3S 1370.17202949 1S 1757.11421773 2S 1449.34221412 4S 1749.9772574 5S 1727.2910583 SLS 348.31823318 WB1S 684.87237235 WB1P 684.9171564 WB2S 848.56944645 WB2P 685.43814374 WB3S 683.08232077 WB4S 487.35306785 WB5S 1000.00000006 AWBS 125.00002622 1P 1765.23682772 2P 1681.32945734 3P 1746.45261749 4P 1669.85200013 5P 713.03615747 SLP 348.31654338 WB3P 624.98837156 WB4P 723.11025345 WB5P 592.79297868 AWBP 174.11720175 
[3,*] := 3S 2206.00227665 1S 2879.44900256 2S 2205.89989904 4S 2723.90215734 5S 2690.96461866 SLS 563.044453 WB1S 1199.99999999 WB1P 1199.99999999 WB2S 1730.67852043 WB2P 1048.12670747 WB3S 1056.89161963 WB4S 882.02344778 WB5S 1913.66988715 AWBS 224.74578608 1P 2847.35081144 2P 2361.78408767 3P 2724.6152738 4P 2348.75762415 5P 1727.27062387 SLP 563.04429419 WB3P 888.14163566 WB4P 1746.34599118 WB5P 964.13340658 AWBP 240.54680035 
[4,*] := 3S 3126.87431808 1S 12060.14420032 2S 3126.91568517 4S 3261.0495997 5S 3818.23878968 SLS 840.00210574 WB1S 1897.3259631 WB1P 1898.24763316 WB2S 2076.46054097 WB2P 1719.5513489 WB3S 1561.53517009 WB4S 1715.94788493 WB5S 2876.37997422 AWBS 327.03307543 1P 12000.33219248 2P 3198.4416094 3P 3564.38306738 4P 3198.41241889 5P 2690.90700011 SLP 839.99941998 WB3P 1890.17590858 WB4P 1993.20113266 WB5P 1729.33268908 AWBP 329.6227115 
[5,*] := 3S 16081.12449396 1S 14379.83030924 2S 16086.10126337 4S 9999.99640541 5S 4791.72469445 SLS 1078.60567933 WB1S 2955.37918823 WB1P 2949.81097052 WB2S 2327.0093465 WB2P 2111.66587461 WB3S 1921.33197064 WB4S 2111.08182121 WB5S 3530.28100402 AWBS 400.66359465 1P 14677.76931737 2P 15874.56296607 3P 16321.43798253 4P 15874.54719279 5P 3818.13870617 SLP 1078.61308442 WB3P 1999.66639178 WB4P 2060.72270801 WB5P 2867.11565373 AWBP 390.73777061 
[6,*] := 3S 17431.76407244 1S 16999.99999876 2S 17200.35193882 4S 18759.4894443 5S 6156.43713067 SLS 1351.92106268 WB1S 3576.96772083 WB1P 3576.97644796 WB2S 2595.90193772 WB2P 2548.64643997 WB3S 2330.00671651 WB4S 2532.45326814 WB5S 4297.01402408 AWBS 417.05262262 1P 16999.99999972 2P 17336.06451056 3P 16877.72457574 4P 17135.16363252 5P 4791.53976633 SLP 1351.92478049 WB3P 2315.3952441 WB4P 2471.53178569 WB5P 3357.641168 AWBP 417.09012238 
[7,*] := 3S 17440.38075353 1S 18750.12749278 2S 17357.71307007 4S 19302.92815386 5S 15635.58157482 SLS 1641.04897291 WB1S 4329.01507486 WB1P 4102.71440802 WB2S 4036.28668154 WB2P 2581.21918924 WB3S 2533.96266848 WB4S 3908.12893456 WB5S 4890.67953375 AWBS 515.62512756 1P 18743.50026381 2P 17574.49701081 3P 17440.37662438 4P 17453.88324694 5P 6172.01000788 SLP 1641.06232827 WB3P 2560.3477417 WB4P 2546.53828999 WB5P 4302.66771599 AWBP 515.62482551 
[8,*] := 3S 17590.08528198 1S 19362.1232505 2S 18409.70138772 4S 19326.26446009 5S 15810.14006134 SLS 3974.90272066 WB1S 5237.75744513 WB1P 4724.72164749 WB2S 5240.07392184 WB2P 4036.10492241 WB3S 4039.58941098 WB4S 4676.04721879 WB5S 5498.64130217 AWBS 632.09437026 1P 19361.81754403 2P 18224.31200613 3P 18409.76647756 4P 18409.59591633 5P 16143.85252463 SLP 3974.90286133 WB3P 4039.42255225 WB4P 3917.03881868 WB5P 5133.11937513 AWBP 632.09183055 
[9,*] := 3S 20130.07644026 1S 20626.83667186 2S 19989.10701152 4S 20197.52847763 5S 16994.31885402 SLS 4091.40400069 WB1S 8780.84989974 WB1P 5318.53059701 WB2S 8399.99974531 WB2P 5242.36856066 WB3S 5242.38024102 WB4S 5269.94345103 WB5S 6246.56353886 AWBS 1002.66169665 1P 20724.42101672 2P 20271.86630481 3P 19989.11071393 4P 19989.10716548 5P 17099.63160487 SLP 4091.40484102 WB3P 5238.26580201 WB4P 4988.34802506 WB5P 6046.67545651 AWBP 1018.35178265 
;
# num of pw LCG curves for ballast tank
param pwLCG := 10;
# slopes of LCG curves for tanks
param mTankLCG := 
[1,*] := LFPT -0.08445854 WB1S -0.11450553 WB1P -0.11447976 WB4S 0.03055231 WB5S 0.0776817 AWBS 0.13143 APT 0.17535734 WB4P 0.03057843 WB5P 0.07770687 AWBP 0.13143 
[2,*] := LFPT -0.15206923 WB1S -0.11541389 WB1P -0.11507353 WB4S 0.03063199 WB5S 0.07827391 AWBS 0.13393865 APT 0.14774174 WB4P 0.03075319 WB5P 0.07830772 AWBP 0.13394511 
[3,*] := LFPT -0.15295142 WB1S -0.1159809 WB1P -0.11595314 WB4S 0.03087246 WB5S 0.07864023 AWBS 0.13524002 APT 0.15433214 WB4P 0.03090605 WB5P 0.07869848 AWBP 0.13540576 
[4,*] := LFPT -0.15341232 WB1S -0.11654079 WB1P -0.11648148 WB4S 0.03050988 WB5S 0.08367037 AWBS 0.13821044 APT 0.15511066 WB4P 0.0306877 WB5P 0.08367338 AWBP 0.13697173 
[5,*] := LFPT -0.15361672 WB1S -0.11742806 WB1P -0.11739437 WB4S 0.03094505 WB5S 0.08599392 AWBS 0.14073982 APT 0.15596212 WB4P 0.03098409 WB5P 0.08601053 AWBP 0.13872989 
[6,*] := LFPT -0.15381195 WB1S -0.11847137 WB1P -0.11847145 WB4S 0.03122108 WB5S 0.088098 AWBS 0.13385914 APT 0.15669324 WB4P 0.03118366 WB5P 0.08812716 AWBP 0.13916311 
[7,*] := LFPT -0.15387466 WB1S -0.11972118 WB1P -0.11967784 WB4S 0.03059654 WB5S 0.08857031 AWBS 0.1390442 APT 0.15713581 WB4P 0.0312414 WB5P 0.08866184 AWBP 0.13907175 
[8,*] := LFPT -0.15430388 WB1S -0.12087351 WB1P -0.12087442 WB4S 0.03128807 WB5S 0.08680604 AWBS 0.13916264 APT 0.15747042 WB4P 0.03188652 WB5P 0.08681378 AWBP 0.1398131 
[9,*] := LFPT -0.15258799 WB1S -0.11966051 WB1P -0.11965067 WB4S 0.03096279 WB5S 0.08437025 AWBS 0.13895465 APT 0.15766607 WB4P 0.02970636 WB5P 0.08434626 AWBP 0.13915667 
[10,*] := LFPT -0.15393954 WB1S -0.12474104 WB1P -0.12543633 WB4S 0.0312526 WB5S 0.08507279 AWBS 0.14279776 APT 0.15775415 WB4P 0.03122876 WB5P 0.08508446 AWBP 0.14245318 
;
# breaks of LCG curves for tanks
param bTankLCG := 
[1,*] := LFPT 2.84453953 WB1S 1111.73243066 WB1P 961.44755553 WB4S 851.80114611 WB5S 962.70772291 AWBS 67.63654687 APT 16.86822092 WB4P 1507.38230284 WB5P 1028.06407373 AWBP 63.02353701 
[2,*] := LFPT 498.25381863 WB1S 1686.97386089 WB1P 1514.03118982 WB4S 1826.14531902 WB5S 1821.79845985 AWBS 90.92394412 APT 108.82184858 WB4P 2109.53284494 WB5P 1891.69308192 AWBP 107.18911403 
[3,*] := LFPT 1137.12419798 WB1S 2723.42977587 WB1P 2714.59870676 WB4S 4066.5511902 WB5S 2903.28972204 AWBS 171.08948352 APT 329.52543958 WB4P 3899.4426665 WB5P 2905.69370277 AWBP 148.66026754 
[4,*] := LFPT 1734.83991119 WB1S 3675.42889043 WB1P 3643.36285514 WB4S 4296.90476295 WB5S 3459.18674354 AWBS 286.52702255 APT 558.00098252 WB4P 4353.02171715 WB5P 3458.42921166 AWBP 216.11924501 
[5,*] := LFPT 2427.25624551 WB1S 4031.78083149 WB1P 4038.67538545 WB4S 4907.87755529 WB5S 3874.51862207 AWBS 316.79737634 APT 735.6620154 WB4P 4871.6509927 WB5P 3878.28574649 AWBP 274.65781525 
[6,*] := LFPT 3723.34910668 WB1S 4484.51794051 WB1P 4474.14062561 WB4S 6809.68864301 WB5S 4419.98767029 AWBS 321.05879617 APT 965.26473585 WB4P 6668.29006966 WB5P 4572.88087657 AWBP 330.73686851 
[7,*] := LFPT 4717.10604275 WB1S 4888.27626543 WB1P 4888.58388733 WB4S 6926.7072956 WB5S 5556.57162692 AWBS 449.49447165 APT 1125.28877221 WB4P 7246.7263388 WB5P 5526.71614935 AWBP 533.43680533 
[8,*] := LFPT 4908.49554306 WB1S 5461.85861119 WB1P 5466.61524052 WB4S 7768.25102531 WB5S 6076.86995778 AWBS 983.03930168 APT 1582.30162567 WB4P 7358.96421157 WB5P 6094.94436904 AWBP 544.48036313 
[9,*] := LFPT 4976.56935267 WB1S 8749.10912389 WB1P 8756.86643937 WB4S 7949.25876976 WB5S 7012.44054211 AWBS 1011.72124235 APT 2345.63427726 WB4P 7434.15156658 WB5P 7057.65955948 AWBP 1011.67290941 
;
# TCGs for others tanks
param TCGtp := 
[FO1P,*] = 1 -17.7426 2 -17.7426 3 -17.7426 4 -17.7426 5 -17.7426 6 -17.7426 7 -17.7426 8 -17.7426 9 -17.7426 10 -17.7426 11 -17.7426 12 -17.7426 13 -17.7426 14 -17.7426 15 -17.7426 16 -17.7426 
[FO1S,*] = 1 18.3200 2 18.3200 3 18.3200 4 18.3200 5 18.3200 6 18.3200 7 18.3200 8 18.3200 9 18.3200 10 18.3200 11 18.3200 12 18.3200 13 18.3200 14 18.3200 15 18.3200 16 18.3200 
[FO2P,*] = 1 -16.0100 2 -16.0100 3 -16.0100 4 -16.0100 5 -16.0100 6 -16.0100 7 -16.0100 8 -16.0100 9 -16.0100 10 -16.0100 11 -16.0100 12 -16.0100 13 -16.0100 14 -16.0100 15 -16.0100 16 -16.0100 
[FO2S,*] = 1 16.6876 2 16.6876 3 16.6876 4 16.6876 5 16.6876 6 16.6876 7 16.6876 8 16.6876 9 16.6876 10 16.6876 11 16.6876 12 16.6876 13 16.6876 14 16.6876 15 16.6876 16 16.6876 
[FOSV,*] = 1 14.1400 2 14.1400 3 14.1400 4 14.1400 5 14.1400 6 14.1400 7 14.1400 8 14.1400 9 14.1400 10 14.1400 11 14.1400 12 14.1400 13 14.1400 14 14.1400 15 14.1400 16 14.1400 
[FOST,*] = 1 14.1400 2 14.1400 3 14.1400 4 14.1400 5 14.1400 6 14.1400 7 14.1400 8 14.1400 9 14.1400 10 14.1400 11 14.1400 12 14.1400 13 14.1400 14 14.1400 15 14.1400 16 14.1400 
[BFOSV,*] = 1 13.7100 2 13.7100 3 13.7100 4 13.7100 5 13.7100 6 13.7100 7 13.7100 8 13.7100 9 13.7100 10 13.7100 11 13.7100 12 13.7100 13 13.7100 14 13.7100 15 13.7100 16 13.7100 
[DO1S,*] = 1 15.0482 2 15.0482 3 15.0482 4 15.0482 5 15.0482 6 15.0482 7 15.0482 8 15.0482 9 15.0482 10 15.0482 11 15.0482 12 15.0482 13 15.0482 14 15.0482 15 15.0482 16 15.0482 
[DO2S,*] = 1 14.2900 2 14.2900 3 14.2900 4 14.2900 5 14.2900 6 14.2900 7 14.2900 8 14.2900 9 14.2900 10 14.2900 11 14.2900 12 14.2900 13 14.2900 14 14.2900 15 14.2900 16 14.2900 
[DOSV1,*] = 1 15.3700 2 15.3700 3 15.3700 4 15.3700 5 15.3700 6 15.3700 7 15.3700 8 15.3700 9 15.3700 10 15.3700 11 15.3700 12 15.3700 13 15.3700 14 15.3700 15 15.3700 16 15.3700 
[DOSV2,*] = 1 15.0200 2 15.0200 3 15.0200 4 15.0200 5 15.0200 6 15.0200 7 15.0200 8 15.0200 9 15.0200 10 15.0200 11 15.0200 12 15.0200 13 15.0200 14 15.0200 15 15.0200 16 15.0200 
[DWP,*] = 1 -10.9000 2 -10.9000 3 -10.9000 4 -10.9000 5 -10.9000 6 -10.9000 7 -10.9000 8 -10.9000 9 -10.9000 10 -10.9000 11 -10.9000 12 -10.9000 13 -10.9000 14 -10.9000 15 -10.9000 16 -10.9000 
[FWS,*] = 1 10.9000 2 10.9000 3 10.9000 4 10.9000 5 10.9000 6 10.9000 7 10.9000 8 10.9000 9 10.9000 10 10.9000 11 10.9000 12 10.9000 13 10.9000 14 10.9000 15 10.9000 16 10.9000 
[DSWP,*] = 1 -11.8900 2 -11.8900 3 -11.8900 4 -11.8900 5 -11.8900 6 -11.8900 7 -11.8900 8 -11.8900 9 -11.8900 10 -11.8900 11 -11.8900 12 -11.8900 13 -11.8900 14 -11.8900 15 -11.8900 16 -11.8900 
[DSWS,*] = 1 11.8900 2 11.8900 3 11.8900 4 11.8900 5 11.8900 6 11.8900 7 11.8900 8 11.8900 9 11.8900 10 11.8900 11 11.8900 12 11.8900 13 11.8900 14 11.8900 15 11.8900 16 11.8900 
;
# LCGs for others tanks
param LCGtp := 
[FO1P,*] = 1 121.0442 2 121.0442 3 121.0442 4 121.0442 5 121.0442 6 121.0442 7 121.0442 8 121.0442 9 121.0442 10 121.0442 11 121.0442 12 121.0442 13 121.0442 14 121.0442 15 121.0442 16 121.0442 
[FO1S,*] = 1 120.9378 2 120.9378 3 120.9378 4 120.9378 5 120.9378 6 120.9378 7 120.9378 8 120.9378 9 120.9378 10 120.9378 11 120.9378 12 120.9378 13 120.9378 14 120.9378 15 120.9378 16 120.9378 
[FO2P,*] = 1 136.5767 2 136.5767 3 136.5767 4 136.5767 5 136.5767 6 136.5767 7 136.5767 8 136.5767 9 136.5767 10 136.5767 11 136.5767 12 136.5767 13 136.5767 14 136.5767 15 136.5767 16 136.5767 
[FO2S,*] = 1 133.7900 2 133.7900 3 133.7900 4 133.7900 5 133.7900 6 133.7900 7 133.7900 8 133.7900 9 133.7900 10 133.7900 11 133.7900 12 133.7900 13 133.7900 14 133.7900 15 133.7900 16 133.7900 
[FOSV,*] = 1 123.0100 2 123.0100 3 123.0100 4 123.0100 5 123.0100 6 123.0100 7 123.0100 8 123.0100 9 123.0100 10 123.0100 11 123.0100 12 123.0100 13 123.0100 14 123.0100 15 123.0100 16 123.0100 
[FOST,*] = 1 126.5900 2 126.5900 3 126.5900 4 126.5900 5 126.5900 6 126.5900 7 126.5900 8 126.5900 9 126.5900 10 126.5900 11 126.5900 12 126.5900 13 126.5900 14 126.5900 15 126.5900 16 126.5900 
[BFOSV,*] = 1 130.5900 2 130.5900 3 130.5900 4 130.5900 5 130.5900 6 130.5900 7 130.5900 8 130.5900 9 130.5900 10 130.5900 11 130.5900 12 130.5900 13 130.5900 14 130.5900 15 130.5900 16 130.5900 
[DO1S,*] = 1 141.8100 2 141.8100 3 141.8100 4 141.8100 5 141.8100 6 141.8100 7 141.8100 8 141.8100 9 141.8100 10 141.8100 11 141.8100 12 141.8100 13 141.8100 14 141.8100 15 141.8100 16 141.8100 
[DO2S,*] = 1 146.4800 2 146.4800 3 146.4800 4 146.4800 5 146.4800 6 146.4800 7 146.4800 8 146.4800 9 146.4800 10 146.4800 11 146.4800 12 146.4800 13 146.4800 14 146.4800 15 146.4800 16 146.4800 
[DOSV1,*] = 1 140.9934 2 140.9934 3 140.9934 4 140.9934 5 140.9934 6 140.9934 7 140.9934 8 140.9934 9 140.9934 10 140.9934 11 140.9934 12 140.9934 13 140.9934 14 140.9934 15 140.9934 16 140.9934 
[DOSV2,*] = 1 142.7911 2 142.7911 3 142.7911 4 142.7911 5 142.7911 6 142.7911 7 142.7911 8 142.7911 9 142.7911 10 142.7911 11 142.7911 12 142.7911 13 142.7911 14 142.7911 15 142.7911 16 142.7911 
[DWP,*] = 1 154.5700 2 154.5700 3 154.5700 4 154.5700 5 154.5700 6 154.5700 7 154.5700 8 154.5700 9 154.5700 10 154.5700 11 154.5700 12 154.5700 13 154.5700 14 154.5700 15 154.5700 16 154.5700 
[FWS,*] = 1 154.5700 2 154.5700 3 154.5700 4 154.5700 5 154.5700 6 154.5700 7 154.5700 8 154.5700 9 154.5700 10 154.5700 11 154.5700 12 154.5700 13 154.5700 14 154.5700 15 154.5700 16 154.5700 
[DSWP,*] = 1 150.7900 2 150.7900 3 150.7900 4 150.7900 5 150.7900 6 150.7900 7 150.7900 8 150.7900 9 150.7900 10 150.7900 11 150.7900 12 150.7900 13 150.7900 14 150.7900 15 150.7900 16 150.7900 
[DSWS,*] = 1 150.7900 2 150.7900 3 150.7900 4 150.7900 5 150.7900 6 150.7900 7 150.7900 8 150.7900 9 150.7900 10 150.7900 11 150.7900 12 150.7900 13 150.7900 14 150.7900 15 150.7900 16 150.7900 
;
# slopes of LCB x Disp curve
param pwLCB := 10;
param mLCB := 1 -17.26704528 2 -16.4904325 3 -14.89806766 4 -12.81008912 5 -10.35258722 6 -7.68524285 7 -5.29767418 8 -2.98474182 9 -1.2457489 10 0.09584878 ;
# breaks of LCB x Disp curve
param bLCB := 1 78564.95702711 2 121378.68661015 3 152573.60604021 4 180338.88434143 5 205125.50038696 6 229554.26651785 7 260424.23295219 8 288649.40728358 9 320411.42980751 ;
# slopes of MTC curve
param pwMTC := 10;
param mMTC := 1 0.0107204301 2 0.007597176 3 0.004862014 4 0.0057365183 5 0.0067417392 6 0.0083746406 7 0.0060751681 8 0.0041206376 9 0.0025187725 10 0.000880264 ;
# breaks of MTC curve
param bMTC := 1 46650.8462576802 2 71097.5695455023 3 130772.4210452458 4 164314.085558555 5 186145.1637164427 6 231637.2979703607 7 278824.2001977446 8 293123.8109674267 9 308890.6297200777 ;
# upper limit on displacement
param displacementLimit := 1 1000000.00000 2 1000000.00000 3 1000000.00000 4 1000000.00000 5 1000000.00000 6 1000000.00000 7 1000000.00000 8 1000000.00000 9 1000000.00000 10 1000000.00000 11 1000000.00000 12 1000000.00000 13 1000000.00000 14 1000000.00000 15 1000000.00000 16 1000000.00000 ;
# lower limit on displacement
param displacementLowLimit := 1 163630.50000 2 163630.50000 3 163630.50000 4 163630.50000 5 163630.50000 6 163630.50000 7 163630.50000 8 163630.50000 9 163630.50000 10 163630.50000 11 163630.50000 12 163630.50000 13 163630.50000 14 121942.50000 15 121942.50000 16 121942.50000 ;
# deadweight constraint
param deadweight   := 1000000;
# base draft
param base_draft := 1 19.00 2 18.00 3 18.00 4 17.00 5 17.00 6 16.00 7 16.00 8 15.00 9 14.00 10 14.00 11 13.00 12 13.00 13 12.00 14 11.00 15 11.00 16 11.00 ;
# slopes of draft curve
param pwDraft := 10;
param mDraft := 1 6.5361236185863e-05 2 6.3303621682553e-05 3 6.1756578579639e-05 4 6.0317966908548e-05 5 5.9102887633822e-05 6 5.7770822668972e-05 7 5.6155474125483e-05 8 5.5086611922147e-05 9 5.4583566752589e-05 10 5.4215115437247e-05 ;
# breaks of draft curve
param bDraft :=1 52708.81582796 2 78707.82402477 3 115760.93172787 4 149665.71690577 5 181277.3985535 6 215364.42501967 7 259741.90582469 8 289808.3232309 9 344404.27675562 ;
# number of frames 
param Fr := 7;
# weight ratio for SF and BM
param weightRatio_ct := 
[2,*] = 1C 1.0 1P 1.0 1S 1.0 
[3,*] = 2C 1.0 2P 1.0 2S 1.0 
[4,*] = 3C 1.0 3P 1.0 3S 1.0 
[5,*] = 4C 1.0 4P 1.0 4S 1.0 
[6,*] = 5C 0.75 5P 1.0 5S 1.0 
[7,*] = 5C 0.25 SLP 1.0 SLS 1.0 
;
param weightRatio_bt := 
[1,*] = LFPT 1.0 
[2,*] = WB1P 1.0 WB1S 1.0 
[3,*] = WB2P 1.0 WB2S 1.0 
[4,*] = WB3P 1.0 WB3S 1.0 
[5,*] = WB4P 1.0 WB4S 1.0 
[6,*] = WB5P 0.75 WB5S 0.75 
[7,*] = WB5P 0.25 WB5S 0.25 
;
param weightRatio_ot := 
;
# LCG for SF and BM 
param LCG_ct := 
[2,*] = 1C 117.71 1P 117.14 1S 117.14 
[3,*] = 2C 66.8 2P 66.8 2S 66.8 
[4,*] = 3C 17.8 3P 17.8 3S 17.8 
[5,*] = 4C -31.2 4P -31.2 4S -31.2 
[6,*] = 5C -77.75 5P -76.98 5S -76.98 
[7,*] = 5C -107.03 SLP -106.62 SLS -106.62 
;
param LCG_bt := 
[1,*] = LFPT 153.47 
[2,*] = WB1P 118.0 WB1S 118.0 
[3,*] = WB2P 66.8 WB2S 66.8 
[4,*] = WB3P 17.8 WB3S 17.8 
[5,*] = WB4P -30.96 WB4S -30.96 
[6,*] = WB5P -83.39 WB5S -83.39 
[7,*] = WB5P -83.39 WB5S -83.39 
;
param LCG_ot := 
;
param LCG_fr := 1 -146.9 2 -91.3 3 -42.3 4 6.7 5 55.7 6 99.8 7 114.5 ;
# lower limit SF 
param lowerSFlimit := 1 -33.459 2 -27.3695 3 -28.614 4 -30.0295 5 -27.3315 6 -27.6165 7 -29.564 ;
# upper limit SF 
param upperSFlimit := 1 33.3165 2 26.8945 3 28.4715 4 30.0295 5 28.1675 6 28.044 7 29.887 ;
param BV_SF := 
[1,*] = 1 5.684 2 5.238 3 5.238 4 4.779 5 4.779 6 4.314 7 4.314 8 3.845 9 3.374 10 3.374 11 2.903 12 2.903 13 2.432 14 1.961 15 1.961 16 1.961 
[2,*] = 1 58.211 2 54.582 3 54.582 4 50.941 5 50.941 6 47.293 7 47.293 8 43.642 9 39.989 10 39.989 11 36.335 12 36.335 13 32.681 14 29.029 15 29.029 16 29.029 
[3,*] = 1 109.307 2 102.665 3 102.665 4 96.011 5 96.011 6 89.35 7 89.35 8 82.685 9 76.019 10 76.019 11 69.352 12 69.352 13 62.685 14 56.019 15 56.019 16 56.019 
[4,*] = 1 160.416 2 150.761 3 150.761 4 141.093 5 141.093 6 131.418 7 131.418 8 121.74 9 112.061 10 112.061 11 102.38 12 102.38 13 92.699 14 83.02 15 83.02 16 83.02 
[5,*] = 1 211.287 2 198.618 3 198.618 4 185.937 5 185.937 6 173.249 7 173.249 8 160.557 9 147.864 10 147.864 11 135.17 12 135.17 13 122.476 14 109.783 15 109.783 16 109.783 
[6,*] = 1 252.756 2 237.383 3 237.383 4 222.003 5 222.003 6 206.622 7 206.622 8 191.246 9 175.877 10 175.877 11 160.52 12 160.52 13 145.178 14 129.856 15 129.856 16 129.856 
[7,*] = 1 263.591 2 247.353 3 247.353 4 231.116 5 231.116 6 214.888 7 214.888 8 198.678 9 182.49 10 182.49 11 166.331 12 166.331 13 150.208 14 134.128 15 134.128 16 134.128 
;
param CD_SF := 
[1,*] = 1 0.41 2 0.446 3 0.446 4 0.459 5 0.459 6 0.465 7 0.465 8 0.469 9 0.471 10 0.471 11 0.471 12 0.471 13 0.471 14 0.47 15 0.47 16 0.47 
[2,*] = 1 3.592 2 3.629 3 3.629 4 3.641 5 3.641 6 3.648 7 3.648 8 3.651 9 3.653 10 3.653 11 3.654 12 3.654 13 3.654 14 3.653 15 3.653 16 3.653 
[3,*] = 1 6.605 2 6.642 3 6.642 4 6.654 5 6.654 6 6.661 7 6.661 8 6.664 9 6.666 10 6.666 11 6.667 12 6.667 13 6.667 14 6.666 15 6.666 16 6.666 
[4,*] = 1 9.619 2 9.656 3 9.656 4 9.668 5 9.668 6 9.674 7 9.674 8 9.678 9 9.68 10 9.68 11 9.681 12 9.681 13 9.681 14 9.679 15 9.679 16 9.679 
[5,*] = 1 12.632 2 12.669 3 12.669 4 12.681 5 12.681 6 12.688 7 12.688 8 12.691 9 12.693 10 12.693 11 12.694 12 12.694 13 12.694 14 12.693 15 12.693 16 12.693 
[6,*] = 1 15.34 2 15.373 3 15.373 4 15.38 5 15.38 6 15.381 7 15.381 8 15.376 9 15.368 10 15.368 11 15.357 12 15.357 13 15.342 14 15.322 15 15.322 16 15.322 
[7,*] = 1 16.212 2 16.238 3 16.238 4 16.237 5 16.237 6 16.227 7 16.227 8 16.211 9 16.188 10 16.188 11 16.159 12 16.159 13 16.123 14 16.08 15 16.08 16 16.08 
;
param CT_SF := 
[1,*] = 1 -0.443 2 -0.451 3 -0.451 4 -0.456 5 -0.456 6 -0.458 7 -0.458 8 -0.459 9 -0.459 10 -0.459 11 -0.458 12 -0.458 13 -0.456 14 -0.451 15 -0.451 16 -0.451 
[2,*] = 1 -3.191 2 -3.199 3 -3.199 4 -3.203 5 -3.203 6 -3.206 7 -3.206 8 -3.207 9 -3.207 10 -3.207 11 -3.206 12 -3.206 13 -3.202 14 -3.193 15 -3.193 16 -3.193 
[3,*] = 1 -5.319 2 -5.327 3 -5.327 4 -5.331 5 -5.331 6 -5.334 7 -5.334 8 -5.335 9 -5.335 10 -5.335 11 -5.334 12 -5.334 13 -5.33 14 -5.321 15 -5.321 16 -5.321 
[4,*] = 1 -6.991 2 -6.999 3 -6.999 4 -7.004 5 -7.004 6 -7.006 7 -7.006 8 -7.007 9 -7.007 10 -7.007 11 -7.006 12 -7.006 13 -7.002 14 -6.993 15 -6.993 16 -6.993 
[5,*] = 1 -8.208 2 -8.216 3 -8.216 4 -8.22 5 -8.22 6 -8.223 7 -8.223 8 -8.224 9 -8.224 10 -8.224 11 -8.222 12 -8.222 13 -8.219 14 -8.21 15 -8.21 16 -8.21 
[6,*] = 1 -8.912 2 -8.919 3 -8.919 4 -8.922 5 -8.922 6 -8.923 7 -8.923 8 -8.922 9 -8.919 10 -8.919 11 -8.915 12 -8.915 13 -8.907 14 -8.894 15 -8.894 16 -8.894 
[7,*] = 1 -9.059 2 -9.064 3 -9.064 4 -9.066 5 -9.066 6 -9.065 7 -9.065 8 -9.061 9 -9.056 10 -9.056 11 -9.048 12 -9.048 13 -9.037 14 -9.019 15 -9.019 16 -9.019 
;
# lower limit BM 
param lowerBMlimit := 1 -732.26 2 -732.26 3 -732.26 4 -732.26 5 -732.26 6 -732.26 7 -732.26 ;
# upper limit BM 
param upperBMlimit := 1 788.5 2 788.5 3 788.5 4 788.5 5 788.5 6 788.5 7 788.5 ;
param BV_BM := 
